,TEAM_NAME,2pointer_PCT_AVG,3pointer_PCT_AVG,FreeThrow_PCT_AVG,Assists_AVG,Rebounds_AVG,WINS,Year,Attendance
0,76ers,42.980769230769226,32.35128205128205,76.10384615384615,19.807692307692307,41.98717948717949,32,2004,788.128
1,76ers,44.951673284174696,36.38859897901304,78.277311401021,20.970221213840045,41.66817923993193,45,2005,732.686
2,76ers,45.49186186186186,35.457807807807804,75.37303303303302,19.940840840840842,39.213813813813815,31,2006,677.278
3,76ers,45.77129847238543,33.759929494712104,75.14106933019976,20.41950646298472,41.03378378378378,41,2007,608.603
4,76ers,45.94190476190476,29.983511904761905,71.11017857142858,20.48095238095238,42.58095238095238,39,2008,609.675
5,76ers,46.2555523255814,33.35308139534883,75.6735465116279,20.063662790697673,40.05639534883721,37,2009,647.898
6,76ers,46.16306620209058,34.41556329849013,74.25397793263646,21.5993031358885,41.58246225319397,31,2010,583.219
7,76ers,47.1497150997151,36.36175213675214,78.02998575498574,23.364672364672366,41.9059829059829,30,2011,604.823
8,76ers,44.41303339517625,35.07720315398887,73.74981447124304,21.787801484230055,42.39100185528757,47,2012,577.597
9,76ers,44.702743902439025,34.852408536585365,71.9722256097561,23.359756097560975,42.740243902439026,29,2013,685.412
10,76ers,42.45702380952381,29.774464285714288,69.67791666666668,20.68154761904762,41.522619047619045,14,2014,568.632
11,76ers,41.36032608695652,32.52038043478261,68.38934782608696,20.27391304347826,42.88695652173913,17,2015,571.572
12,76ers,43.97230818826563,35.30931656995486,71.55460992907801,22.927788523533202,41.2862669245648,15,2016,610.121
13,76ers,45.277686403508774,33.70010964912281,77.1326754385965,25.39035087719298,44.899671052631575,37,2017,710.557
14,76ers,47.33632478632479,36.837264957264956,76.49367521367522,27.27777777777778,47.21623931623932,59,2018,833.503
15,76ers,47.42051829268292,36.49692073170732,75.7059756097561,26.801829268292686,47.23079268292683,51,2019,838.092
16,76ers,45.75289855072464,35.94873188405797,75.85561594202899,24.782608695652172,46.04257246376811,27,2020,639.491
17,76ers,47.911497326203204,37.871702317290556,76.61078431372549,23.783422459893046,44.796345811051694,45,2021,846.867
18,Bucks,44.78672086720867,35.87320460704607,77.48672086720867,21.98238482384824,41.929539295392956,35,2004,690.18
19,Bucks,45.40075493612079,35.61315331010453,75.44477351916376,20.940766550522646,41.795296167247386,37,2005,637.009
20,Bucks,46.62163043478261,35.815,74.95114130434783,22.38478260869565,39.58152173913044,40,2006,681.337
21,Bucks,45.46365853658536,35.41112804878049,72.69146341463414,21.151524390243903,40.06524390243902,23,2007,663.629
22,Bucks,44.398337028824834,34.185698447893564,75.06956762749446,21.233924611973393,42.64606430155211,30,2008,639.421
23,Bucks,44.181753246753246,36.5202922077922,76.05568181818182,22.100324675324675,39.990584415584415,31,2009,630.976
24,Bucks,43.00041741204532,34.56559332140727,75.76747167561122,19.712283840190818,42.936195587358384,46,2010,619.453
25,Bucks,44.257294429708224,34.199999999999996,76.34084880636604,19.907824933687003,40.21949602122016,25,2011,631.91
26,Bucks,43.94456521739131,34.03260869565218,77.1,22.945652173913043,42.54347826086956,45,2012,485.717
27,Bucks,43.191123085649465,35.77853091321611,73.97878615995462,22.432501418037436,43.485819625638115,29,2013,616.469
28,Bucks,45.60837606837607,36.614273504273505,74.87649572649573,22.24957264957265,40.904273504273505,25,2014,552.967
29,Bucks,45.82686046511628,36.1080523255814,75.2452034883721,23.773546511627906,41.80174418604651,37,2015,611.226
30,Bucks,47.34374607165305,34.469264613450655,73.83909490886235,23.677561282212444,43.027341294783156,36,2016,621.808
31,Bucks,47.833333333333336,36.62380952380952,76.94166666666666,23.297619047619047,38.535714285714285,45,2017,648.952
32,Bucks,47.50595238095238,35.49880952380952,78.56071428571428,24.666666666666664,44.52380952380952,50,2018,685.303
33,Bucks,48.22833333333333,36.07178571428571,75.45636904761905,26.09285714285714,50.50416666666666,65,2019,721.692
34,Bucks,47.477248677248674,36.67830687830688,75.8037037037037,25.59259259259259,51.383597883597886,32,2020,549.036
35,Bucks,48.78758928571428,38.275848214285716,75.84794642857142,25.46607142857143,47.95401785714286,44,2021,715.581
36,Bulls,42.074392712550605,33.80188933873144,71.6502024291498,21.63798920377868,43.345816464237515,23,2004,809.177
37,Bulls,44.07180555555556,37.58916666666667,74.26152777777777,21.672222222222224,43.044444444444444,50,2005,828.384
38,Bulls,45.56147727272727,36.70090909090909,73.91420454545454,21.997727272727275,43.25113636363636,48,2006,868.72
39,Bulls,43.9453095684803,37.60196998123827,75.05853658536586,22.067854909318324,44.17823639774859,41,2007,912.364
40,Bulls,44.61313747228382,38.32475055432372,77.02003880266075,21.492239467849224,42.49972283813747,36,2008,901.502
41,Bulls,45.236423632935264,35.30238843494657,78.07611565053425,21.048082966687616,43.074795725958516,40,2009,847.903
42,Bulls,46.32918118466899,35.14581881533101,73.50490708478515,21.55952380952381,44.49245063879211,49,2010,849.76
43,Bulls,46.24866666666666,36.230999999999995,76.43100000000001,22.48,43.980000000000004,44,2011,893.462
44,Bulls,44.841170731707315,36.66321951219512,74.31441463414635,22.911707317073173,45.653414634146344,63,2012,731.326
45,Bulls,43.32400584795322,34.266257309941516,76.61643274853802,22.611988304093565,43.75555555555556,41,2013,896.944
46,Bulls,44.466222348269994,35.96633579126489,77.79622802041975,22.85791264889393,44.55445263754963,58,2014,890.37
47,Bulls,43.498571428571424,35.272380952380956,77.69777777777777,21.825396825396822,46.80634920634921,46,2015,875.091
48,Bulls,44.42831521739131,34.56711956521738,80.22777173913043,22.333695652173912,46.01086956521739,40,2016,894.659
49,Bulls,44.481622234827,35.565456608054454,77.41474758933636,23.63698241633579,45.09075439591605,38,2017,888.882
50,Bulls,43.92822299651568,35.06939605110336,77.43429152148664,22.57897793263647,43.33130081300813,24,2018,851.824
51,Bulls,44.99281129653402,35.51915917843389,77.70811938382542,22.604300385109113,43.82381258023106,25,2019,823.475
52,Bulls,46.37464985994397,34.19663865546219,75.2624649859944,23.719887955182074,40.15126050420168,11,2020,639.352
53,Bulls,47.876960784313724,36.51327985739751,79.15436720142603,26.807486631016044,45.11140819964349,29,2021,856.148
54,Cavaliers,43.9199358974359,32.96179487179487,77.0611858974359,22.08044871794872,43.525,42,2004,749.79
55,Cavaliers,44.960312117503065,32.774602203182376,74.78791309669522,21.094859241126073,42.42564259485924,43,2005,784.249
56,Cavaliers,44.98916957026713,34.419744483159114,70.11332752613241,19.519163763066203,42.951800232288036,49,2006,792.391
57,Cavaliers,44.35666666666667,33.645384615384614,70.19863247863248,20.44102564102564,43.536752136752135,47,2007,837.883
58,Cavaliers,45.52972570065593,35.09576624925462,73.4556648777579,20.558139534883722,43.916517590936195,57,2008,839.074
59,Cavaliers,47.277499999999996,42.41569444444444,74.47805555555556,20.697222222222223,42.25833333333334,66,2009,820.439
60,Cavaliers,46.275422138836774,34.92808005003127,72.47051282051282,22.136335209505944,41.51219512195122,43,2010,843.042
61,Cavaliers,44.19358974358975,34.08796296296296,74.54615384615386,21.055555555555557,40.77350427350427,12,2011,824.595
62,Cavaliers,42.00911111111111,34.58377777777778,72.66533333333334,19.686666666666667,42.16111111111111,27,2012,525.577
63,Cavaliers,43.86291309669522,34.38647490820074,76.15354957160343,20.444614443084454,41.57986536107711,27,2013,663.882
64,Cavaliers,44.93566433566434,35.3483682983683,75.25119463869463,22.41899766899767,43.03496503496503,41,2014,710.522
65,Cavaliers,45.606788183532366,36.71253928346951,73.0718101822753,22.110622250157135,44.489943431803894,56,2015,843.042
66,Cavaliers,46.55314645308925,38.1158466819222,75.88615560640733,22.59725400457666,44.1487414187643,61,2016,843.042
67,Cavaliers,47.80494565217391,37.618206521739125,76.68760869565217,23.119565217391305,42.80652173913043,50,2017,843.042
68,Cavaliers,46.06428571428572,35.42023809523809,76.28452380952382,21.785714285714285,42.96428571428571,34,2018,843.042
69,Cavaliers,44.58461538461538,34.71666666666666,77.42692307692307,21.294871794871796,42.96153846153846,21,2019,793.337
70,Cavaliers,47.3264880952381,36.470238095238095,74.21041666666667,25.157738095238095,44.07440476190476,12,2020,623.576
71,Cavaliers,44.91368092691622,33.20975935828877,74.7184046345811,23.566399286987522,42.48083778966132,19,2021,758.228
72,Celtics,44.98806855636124,32.65382333553065,76.36921555702042,20.167106130520764,40.07020435069215,33,2004,664.248
73,Celtics,47.24502087060226,36.418694096601065,75.34916517590938,22.33691115086464,40.309183064997015,44,2005,656.081
74,Celtics,46.18160714285714,36.46464285714286,75.77815476190476,20.423809523809524,40.28333333333333,31,2006,692.873
75,Celtics,45.18208333333333,37.27630952380952,76.81369047619047,20.61488095238095,40.65119047619048,40,2007,690.576
76,Celtics,47.90865800865801,36.79231601731602,76.77667748917749,22.117424242424242,42.36796536796537,68,2008,763.584
77,Celtics,48.81071653048397,38.07105593966059,75.95688246385922,23.74198617221873,40.63639220615965,57,2009,763.584
78,Celtics,48.959761904761905,35.577083333333334,74.59875,23.648809523809526,38.61845238095238,51,2010,744.961
79,Celtics,47.88029100529101,36.418783068783064,77.39980158730158,22.78505291005291,38.12698412698413,33,2011,763.584
80,Celtics,46.17934782608696,35.517391304347825,78.83260869565217,23.48913043478261,38.902173913043484,52,2012,614.592
81,Celtics,46.197435897435895,35.4283542039356,76.95333929636257,21.145497912939774,40.49314251639833,40,2013,744.96
82,Celtics,43.91829268292683,32.0161038148843,78.03599124452782,23.527204502814257,43.27360850531582,23,2014,742.4
83,Celtics,43.51976164079822,32.84016075388026,76.35274390243903,23.935144124168517,44.17738359201774,47,2015,721.35
84,Celtics,44.57048054919909,34.52574370709382,79.60045766590389,24.580663615560642,43.69622425629291,50,2016,749.076
85,Celtics,45.588125,36.795208333333335,79.42791666666666,23.775,43.09583333333333,63,2017,760.69
86,Celtics,45.09954954954954,37.20222007722007,78.84868082368082,24.03088803088803,45.18307593307593,47,2018,744.96
87,Celtics,46.77347972972973,36.16871621621621,80.6579391891892,25.431081081081082,44.6527027027027,51,2019,763.584
88,Celtics,46.49375,37.08587962962963,78.73333333333333,22.613425925925924,45.56944444444444,29,2020,610.864
89,Celtics,46.56130252100841,37.221638655462186,77.76478991596638,23.405882352941177,44.503781512605045,34,2021,766.24
90,Clippers,44.30609756097561,31.25609756097561,78.3841463414634,21.353658536585368,41.52439024390244,28,2004,665.396
91,Clippers,45.8447966507177,33.73935406698564,78.28989234449762,22.373803827751196,43.411483253588514,40,2005,696.181
92,Clippers,46.86726495726495,35.05786324786325,78.40239316239317,20.523931623931624,41.81196581196581,45,2006,712.409
93,Clippers,44.13080466830466,34.643980343980346,78.40476044226044,21.909398034398034,41.8264742014742,36,2007,755.261
94,Clippers,43.97033465683494,30.97305728871242,76.99083947816221,20.74730572887124,40.06721497447533,21,2008,692.408
95,Clippers,45.70882694541231,35.32796167247387,72.63179442508712,21.92828106852497,39.36875725900116,25,2009,646.83
96,Clippers,45.39290697674418,33.74107558139535,70.58843023255814,21.843313953488373,42.57151162790697,25,2010,670.063
97,Clippers,45.945952023988,33.91349325337331,71.84850074962519,22.626686656671666,41.30284857571215,23,2011,727.462
98,Clippers,46.32604545454545,34.784954545454546,69.14981818181818,21.707272727272727,41.876363636363635,64,2012,634.237
99,Clippers,47.197863247863246,34.91854700854701,71.72452991452991,23.87264957264957,42.23504273504274,52,2013,788.293
100,Clippers,47.900685748360175,37.25509838998211,74.75912343470483,24.95169946332737,42.040250447227194,58,2014,787.692
101,Clippers,46.79189976689976,35.82666083916084,69.05684731934733,24.18444055944056,43.1958041958042,55,2015,785.892
102,Clippers,46.858333333333334,37.57738095238095,73.375,22.476190476190474,42.51190476190476,54,2016,786.91
103,Clippers,47.284725609756094,36.35128048780488,74.14338414634148,22.00060975609756,43.1844512195122,45,2017,782.609
104,Clippers,48.0640243902439,36.61074332171893,76.5937862950058,23.082171893147503,44.83246225319397,47,2018,697.812
105,Clippers,46.5580487804878,37.58518292682927,78.10442073170731,24.296341463414635,46.37621951219512,51,2019,710.327
106,Clippers,47.070238095238096,37.76696428571428,79.10892857142858,24.166666666666664,46.55059523809524,31,2020,610.176
107,Clippers,48.22935064935064,41.420389610389606,84.16718614718614,24.24155844155844,44.34935064935065,43,2021,694.005
108,Grizzlies,44.90979192166462,35.90085679314565,73.82395960832314,22.613831089351287,41.055385556915546,49,2004,622.723
109,Grizzlies,45.06053783614759,36.11332082551595,72.61676047529706,19.98811757348343,38.462789243277044,50,2005,691.362
110,Grizzlies,44.89135254988913,37.38633592017738,73.94151884700666,18.835365853658537,38.77272727272727,37,2006,647.533
111,Grizzlies,47.008799497171594,34.98566939032055,75.5227844123193,21.377435575109992,40.733186675047136,23,2007,600.836
112,Grizzlies,45.33690476190476,33.030952380952385,72.62619047619047,17.928571428571427,40.64285714285714,24,2008,523.578
113,Grizzlies,46.30531135531135,34.607234432234435,74.9742673992674,18.163919413919416,40.99633699633699,29,2009,509.806
114,Grizzlies,46.258914053426246,34.38008130081301,73.64070847851336,19.076945412311268,42.09552845528455,39,2010,552.914
115,Grizzlies,47.64735714285714,31.34485714285714,75.22328571428571,20.947142857142858,41.59428571428572,33,2011,600.687
116,Grizzlies,44.37270309477756,33.283704061895556,77.36353965183753,20.025145067698258,42.2860251450677,59,2012,518.256
117,Grizzlies,45.09682359614294,33.63122518434486,75.68471355643788,21.10181508791832,42.44356211003971,50,2013,681.613
118,Grizzlies,47.08811046511629,36.43648255813954,75.09116279069768,22.359302325581396,42.30581395348837,60,2014,685.458
119,Grizzlies,44.801579822616404,31.609562084257202,78.65501662971175,21.03048780487805,42.18070953436807,50,2015,710.502
120,Grizzlies,43.669886363636365,34.00295454545454,76.90193181818181,20.34431818181818,42.61363636363636,46,2016,684.603
121,Grizzlies,44.54613372093023,35.7794476744186,78.74697674418604,21.482558139534884,41.048546511627904,33,2017,677.314
122,Grizzlies,45.0268315018315,34.770879120879115,76.94606227106226,22.626373626373628,40.45695970695971,28,2018,653.863
123,Grizzlies,45.363764927718414,34.28390949088623,77.71389063482086,25.67504714016342,44.16687617850408,28,2019,607.564
124,Grizzlies,46.677609427609426,33.810353535353535,75.61245791245793,26.234848484848484,47.96969696969697,24,2020,523.297
125,Grizzlies,46.72428571428571,35.71857142857143,77.68714285714285,26.928571428571427,46.55714285714286,39,2021,646.785
126,Hawks,43.33571428571428,31.843333333333334,72.72142857142858,19.664285714285715,41.23571428571428,24,2004,565.728
127,Hawks,44.73345345345345,33.804204204204204,74.00717717717717,19.54264264264264,41.90780780780781,15,2005,586.39
128,Hawks,44.79706736353077,33.62168989547038,75.15696864111499,19.79152148664344,40.0554587688734,28,2006,617.942
129,Hawks,44.752579852579856,32.433845208845206,77.10264127764128,19.867936117936118,40.660012285012286,36,2007,639.375
130,Hawks,45.97172949002217,36.39046563192905,76.31374722838137,22.579268292682926,42.13026607538802,43,2008,667.518
131,Hawks,46.54714285714285,36.020535714285714,74.28875,20.31964285714286,40.358333333333334,47,2009,686.688
132,Hawks,46.730232558139534,35.920930232558135,75.21162790697674,22.406976744186046,41.04651162790698,53,2010,678.375
133,Hawks,45.801923076923075,35.50453846153846,78.04246153846154,20.900769230769228,38.84384615384616,26,2011,641.596
134,Hawks,45.60089458413927,37.64750967117988,73.57458897485493,22.7316247582205,40.95720502901354,56,2012,501.593
135,Hawks,46.842544345898006,36.856319290465635,72.88888580931263,25.38968957871397,41.197893569844794,43,2013,620.146
136,Hawks,46.01675824175825,36.05128205128205,78.59505494505494,24.835164835164836,39.579670329670336,43,2014,587.927
137,Hawks,46.37990033222591,36.747009966777405,78.70249169435216,25.53737541528239,40.44186046511628,58,2015,713.909
138,Hawks,45.643864468864464,34.56932234432234,74.09743589743589,25.250915750915752,43.46245421245421,44,2016,690.15
139,Hawks,45.3655869324474,36.52389258028793,75.45539867109635,23.7281284606866,42.7688261351052,36,2017,654.306
140,Hawks,44.3242098986285,34.14373881932021,77.03878950506858,24.44036970781157,44.06052474657126,25,2018,590.769
141,Hawks,45.0175,34.32875,75.93749999999999,24.7625,44.95,25,2019,628.44
142,Hawks,46.125,35.9825,82.64750000000001,24.9,45.325,18,2020,545.453
143,Hawks,46.81529411764706,36.84890756302521,81.19386554621848,24.00294117647059,45.397478991596635,39,2021,672.742
144,Heat,45.37197802197802,37.4,73.61410256410257,21.184065934065934,41.74633699633699,53,2004,624.809
145,Heat,48.18048780487805,37.264634146341464,69.03658536585365,20.914634146341463,43.15853658536585,53,2005,815.143
146,Heat,47.20320512820513,32.69990842490842,70.0599816849817,20.58882783882784,42.57692307692308,47,2006,818.149
147,Heat,47.177331002331,34.72814685314685,66.98837412587413,20.431235431235432,39.91754079254079,39,2007,808.541
148,Heat,43.829406364749076,35.721144430844554,74.68794369645043,20.08996328029376,37.924724602203185,24,2008,798.004
149,Heat,46.02713178294574,34.571496720333926,75.99192009540847,19.93082886106142,39.3896839594514,42,2009,729.178
150,Heat,46.53880434782609,36.5116304347826,76.02483695652174,19.40271739130435,42.70271739130435,56,2010,726.935
151,Heat,48.71,35.764222222222216,76.28762962962963,20.155555555555555,41.544444444444444,37,2011,810.93
152,Heat,47.532921511627904,36.69050387596899,77.35438468992248,20.678052325581397,40.773498062015506,63,2012,657.855
153,Heat,50.40025524673851,38.895263754963125,75.37660238230289,23.597844583096993,37.6988088485536,69,2013,819.29
154,Heat,48.3642087351106,35.299234259784456,75.34245604083948,20.900453771979578,36.69937606352808,44,2014,811.036
155,Heat,45.50081709616593,32.376429918290384,74.38878064110622,19.83343808925204,41.81929604022628,41,2015,808.223
156,Heat,46.35055991041433,33.717469204927205,71.63983762597984,21.26147816349384,44.922452407614784,40,2016,809.35
157,Heat,46.25187180941577,37.357118547929666,75.3497731140102,21.212989222915485,42.072887124220074,50,2017,805.4
158,Heat,44.78035181872391,35.551669648181274,72.32200357781753,23.636255217650564,46.16815742397138,42,2018,785.25
159,Heat,46.64160401002506,36.16416040100251,72.31685463659147,25.23308270676692,45.49310776942356,46,2019,805.264
160,Heat,46.6736013986014,36.77010489510489,78.55576923076923,26.40034965034965,42.6958041958042,23,2020,629.771
161,Heat,46.733419913419915,35.90883116883117,78.99151515151515,26.367532467532467,41.595670995671,38,2021,804.761
162,Hornets,42.853846153846156,36.63461538461538,67.43461538461538,22.653846153846153,41.730769230769226,7,2004,634.968
163,Hornets,43.07674418604651,34.217441860465115,71.84418604651164,21.0,41.72093023255814,21,2005,591.701
164,Hornets,43.565416666666664,34.064464285714294,73.16785714285714,21.451785714285712,39.77142857142857,25,2006,671.011
165,Hornets,45.12322521419828,38.002815177478574,71.98671970624235,21.916768665850675,38.85189718482252,35,2007,637.52
166,Hornets,45.41220930232558,35.43657253599114,72.65537098560355,21.02906976744186,40.43715393133998,32,2008,603.403
167,Hornets,45.465404040404046,34.26830808080808,73.39406565656566,20.994949494949495,40.58459595959596,36,2009,581.049
168,Hornets,45.80301974448315,35.86553426248549,75.55839140534262,21.042392566782812,41.003193960511034,43,2010,648.79
169,Hornets,44.98928571428571,30.464972527472522,76.16002747252747,21.218406593406595,39.89697802197802,24,2011,649.694
170,Hornets,41.717021276595744,30.457446808510635,74.32446808510637,19.77659574468085,39.6063829787234,14,2012,486.984
171,Hornets,42.474941927990706,32.773286875725894,74.47732288037166,19.322880371660858,41.02758420441347,27,2013,628.293
172,Hornets,44.56022067363531,34.543873403019745,74.38664343786294,22.02206736353078,42.09756097560975,39,2014,636.268
173,Hornets,42.4687343358396,32.460338345864656,77.03690476190476,20.684210526315788,44.771929824561404,40,2015,704.886
174,Hornets,44.129999999999995,36.14041666666667,78.8723611111111,22.455555555555556,44.71111111111111,50,2016,716.894
175,Hornets,44.00828133862734,34.80144639818491,79.59336358479862,21.79835507657402,44.03998865570051,30,2017,710.643
176,Hornets,45.963035714285716,36.94720238095238,77.51589285714286,23.123214285714287,44.36011904761905,41,2018,671.404
177,Hornets,43.94114832535885,34.51309808612441,77.101495215311,23.11543062200957,43.223684210526315,34,2019,676.57
178,Hornets,43.76290849673203,35.324509803921565,73.35016339869281,25.088235294117645,43.48529411764706,13,2020,478.591
179,Hornets,45.492815126050424,36.654915966386554,76.15302521008402,26.634873949579834,43.581512605042015,31,2021,700.755
