,yearCombine,idPlayer,namePlayer,slugPosition,heightWOShoesInches,weightLBS,wingspanInches,reachStandingInches
285,2004,2694.0,Josh Powell,PF-SF,80.0,227.0,85.0,107.5
286,2004,12096.0,Hollis Price,PG-SG,71.5,165.0,76.5,94.5
287,2004,2557.0,Luke Ridnour,PG,73.0,167.0,75.0,95.5
288,2004,12097.0,Joe Shipp,SG,76.0,224.0,82.0,103.0
289,2004,12098.0,Ron Slay,SF-PF,78.0,236.0,82.0,103.5
290,2004,2604.0,Theron Smith,PF-SF,78.5,234.0,82.25,104.5
291,2004,2596.0,Tommy Smith,PF-SF,81.0,200.0,86.5,107.5
292,2004,12099.0,Marvin Stone,C-PF,81.5,261.0,87.5,109.5
293,2004,2552.0,Michael Sweetney,PF,79.25,262.0,85.0,107.5
294,2004,2756.0,Sasha Vujacic,PG-SG,77.5,193.0,77.5,101.0
295,2004,2548.0,Dwyane Wade,SG-SF,75.75,212.0,82.75,102.0
296,2004,12101.0,Wayne Wallace,PF,79.25,187.0,86.0,108.0
297,2004,2575.0,Luke Walton,SF-PF,79.75,235.0,80.5,104.0
298,2004,2561.0,David West,PF-SF,80.25,226.0,88.25,108.25
299,2004,2590.0,Mo Williams,PG-SG,72.75,189.0,77.5,98.5
300,2004,12102.0,Wesley Wilson,C-PF,82.25,257.0,87.0,110.5
301,2004,12103.0,Doug Wrenn,SF-PF,77.75,220.0,91.5,100.5
302,2004,2583.0,Derrick Zimmerman,PG,73.0,190.0,81.0,96.25
303,2005,2754.0,Tony Allen,SG,75.5,214.0,81.0,102.0
304,2005,2772.0,Trevor Ariza,SG-SF,79.0,201.0,86.0,107.5
305,2005,2857.0,Andre Barrett,PG,68.75,171.0,73.0,92.0
306,2005,101138.0,Brandon Bass,PF,78.25,246.0,86.5,106.5
307,2005,2740.0,Andris Biedrins,C,,,,
308,2005,2800.0,Tony Bobbitt,SG,74.75,185.0,79.0,100.0
309,2005,12173.0,Brian Boddicker,SF-PF,79.5,230.0,82.0,105.5
310,2005,12174.0,Tim Bowers,PG-SG,72.5,181.0,81.0,98.0
311,2005,2810.0,Andre Brown,PF-C,80.0,236.0,83.0,107.0
312,2005,2766.0,Antonio Burks,PG,72.0,191.0,78.5,96.5
313,2005,2866.0,Jackie Butler,C,80.0,263.0,85.5,109.0
314,2005,12175.0,Aleksandar Capin,PG,72.0,176.0,73.5,94.0
315,2005,12176.0,Ales Chan,C,84.0,255.0,87.0,113.0
316,2005,2735.0,Josh Childress,SG-SF,77.75,196.0,83.0,105.0
317,2005,200555.0,TJ Cummings,SF,79.5,215.0,81.5,106.5
318,2005,2845.0,Erik Daniels,SF-PF,78.25,223.0,83.0,106.0
319,2005,2736.0,Luol Deng,SF,79.0,220.0,84.5,108.5
320,2005,12177.0,Marcus Douthit,C-PF,81.5,223.0,88.0,111.5
321,2005,2768.0,Chris Duhon,PG,72.0,193.0,78.5,98.0
322,2005,2823.0,John Edwards,C,83.25,264.0,88.5,113.0
323,2005,2765.0,Andre Emmett,SG-SF,75.5,216.0,81.0,100.0
324,2005,2824.0,Desmon Farmer,SG,76.5,214.0,80.5,103.0
325,2005,2784.0,Luis Flores,PG-SG,72.5,202.0,79.5,98.5
326,2005,2782.0,Matt Freije,SF-PF,80.25,234.0,85.0,108.5
327,2005,12178.0,Chris Garnett,C-PF,80.25,260.0,85.0,108.0
328,2005,101155.0,Ryan Gomes,SF-PF,78.5,248.0,86.0,106.5
329,2005,2732.0,Ben Gordon,PG-SG,73.0,192.0,80.5,99.0
330,2005,2734.0,Devin Harris,PG,73.75,170.0,79.5,98.5
331,2005,2730.0,Dwight Howard,PF-C,81.0,240.0,88.5,111.5
332,2005,12179.0,Rolando Howell,PF,79.5,229.0,84.5,107.0
333,2005,2743.0,Kris Humphries,PF,80.25,238.0,84.5,106.5
334,2005,2738.0,Andre Iguodala,SG-SF,77.75,217.0,83.0,105.5
335,2005,12180.0,Martin Iti,C-PF,80.5,233.0,89.0,111.5
336,2005,2739.0,Luke Jackson,SF-SG,78.0,212.0,80.5,103.0
337,2005,2744.0,Al Jefferson,PF-SF,80.5,263.0,86.5,110.0
338,2005,2865.0,Arthur Johnson,PF-C,79.0,262.0,87.0,109.0
339,2005,12181.0,Ivan Koljevic,PG,73.0,172.0,74.5,95.0
340,2005,12182.0,Herve Lamizana,SF-PF,79.5,210.0,85.5,107.0
341,2005,2778.0,Sergei Lishouk,PF-SF,82.25,244.0,84.0,109.5
342,2005,2733.0,Shaun Livingston,PG-SG,78.25,186.0,83.0,105.5
343,2005,12184.0,Jaime Lloreda,PF,78.75,247.0,81.5,107.0
344,2005,12000.0,Bryant Matthews,SF-SG,77.75,206.0,84.5,105.5
345,2005,12001.0,Marcus Melvin,SF-PF,78.75,241.0,84.0,105.5
346,2005,2822.0,Rich Melzer,PF-SF,79.5,229.0,86.0,107.0
347,2005,2777.0,Ricky Minard,PG-SG,75.25,198.0,79.0,101.5
348,2005,12003.0,Marcus Moore,PG-SG,76.0,202.0,81.0,101.5
349,2005,12002.0,James Moore,PF-SF,78.5,198.0,84.5,107.0
350,2005,12004.0,Michel Morandais,SG-SF,75.75,205.0,83.5,102.0
351,2005,2749.0,Jameer Nelson,PG,71.0,199.0,74.5,95.0
352,2005,12005.0,Misan Nikagbatse,SG-PG,75.5,223.0,82.0,102.0
353,2005,2731.0,Emeka Okafor,C-PF,80.75,257.0,88.0,110.5
354,2005,12006.0,Randall Orr,PF-SF,81.0,193.0,82.5,107.5
355,2005,12007.0,Dylan Page,SF,79.5,239.0,79.0,105.0
356,2005,-1.0,Drago Pasalic,PF,81.25,231.0,83.5,108.0
357,2005,12008.0,Rickey Paulding,SG,74.75,210.0,81.5,101.5
358,2005,12009.0,Kelvin Pena,SG-PG,74.25,182.0,78.5,99.5
359,2005,2773.0,Tim Pickett,PG-SG,75.0,207.0,79.5,100.5
360,2005,12010.0,Omar Quintero,PG,69.75,170.0,71.5,92.5
361,2005,2762.0,Peter Ramos,C,85.75,266.0,89.5,111.5
362,2005,2876.0,Jared Reiner,C-PF,82.0,246.0,84.5,109.0
363,2005,101160.0,Lawrence Roberts,PF,79.5,233.0,81.5,106.5
364,2005,2774.0,Bernard Robinson,SG-SF,77.25,208.0,82.0,102.0
365,2005,101126.0,Nate Robinson,PG,67.75,181.0,73.0,91.5
366,2005,12011.0,Aerick Sanders,PF,78.5,205.0,83.5,106.0
367,2005,2781.0,Romain Sato,SG,74.0,204.0,83.0,102.5
368,2005,12012.0,Blagota Sekulic,SF-PF,81.25,234.0,83.0,107.0
369,2005,2746.0,Josh Smith,SG-SF,79.0,221.0,84.0,106.5
370,2005,2747.0,J.R. Smith,SG-SF,77.5,227.0,82.0,104.0
371,2005,2745.0,Kirk Snyder,SG-SF,78.0,228.0,81.0,104.0
372,2005,2776.0,Pape Sow,PF-C,80.5,233.0,86.0,108.5
373,2005,12014.0,Tiago Splitter,C-PF,82.25,233.0,86.0,109.5
374,2005,12015.0,Blake Stepp,PG,,,,
375,2005,12016.0,Tom Timmerrmans,PF-C,82.5,272.0,83.0,107.5
376,2005,12296.0,Marko Tomas,SG-PG,78.5,198.0,79.0,103.5
377,2005,2757.0,Beno Udrih,PG,74.5,199.0,76.5,98.0
378,2005,2761.0,Jackson Vroman,PF-C,81.25,226.0,84.0,105.5
379,2005,2753.0,Delonte West,PG-SG,73.5,183.0,78.0,99.5
380,2005,2863.0,Damien Wilkins,SG-SF,76.5,222.0,84.0,106.0
381,2005,12292.0,Mike Williams,SF,77.5,197.0,83.5,105.5
382,2005,12293.0,Nate Williams,PF-SF,80.5,240.0,85.5,109.5
383,2005,12294.0,Rashad Wright,PG,72.5,190.0,82.0,98.5
384,2006,101165.0,Alex Acker,SG,75.75,183.0,84.0,102.5
385,2006,101224.0,Deji Akindele,C-PF,81.5,236.4,87.0,108.5
386,2006,200969.0,Mustafa Al-Sayyad,PF-C,,,,
387,2006,12104.0,Nemanja Aleksandrov,PF-SF,82.0,220.6,83.0,110.0
388,2006,101187.0,Alan Anderson,SG-SF,76.5,223.2,81.5,104.0
389,2006,101149.0,Martynas Andriuskevicius,C-PF,85.25,227.8,83.25,112.5
390,2006,101252.0,Sean Banks,SF,77.75,206.4,85.0,108.0
391,2006,101188.0,Eddie Basden,SG-SF,76.25,210.0,82.25,101.0
392,2006,12105.0,Mike Bell,SF-PF,80.75,206.2,85.5,104.5
393,2006,101106.0,Andrew Bogut,C-PF,83.0,250.6,87.0,110.5
394,2006,200793.0,Dee Brown,PG-SG,71.0,179.0,74.0,94.0
395,2006,101198.0,Will Bynum,PG-SG,70.5,188.8,75.5,93.0
396,2006,12106.0,Marcus Campbell,C,82.25,280.4,90.0,114.0
397,2006,101215.0,Will Conroy,PG,73.0,188.6,75.0,96.5
398,2006,12107.0,Taylor Coppenrath,PF-SF,79.75,252.4,83.5,106.5
399,2006,101143.0,Travis Diener,PG-SG,71.75,165.2,71.75,93.5
400,2006,101113.0,Ike Diogu,PF,78.5,255.4,87.5,109.0
401,2006,12108.0,Daryl Dorsey,PG,71.25,160.8,71.5,94.0
402,2006,101145.0,Monta Ellis,SG-PG,74.25,176.6,74.75,98.0
403,2006,101109.0,Raymond Felton,PG,71.5,199.4,76.25,98.0
404,2006,201164.0,Rudy Fernandez,SG,76.75,172.0,79.5,101.5
405,2006,12109.0,D'Or Fischer,C-PF,81.25,242.4,90.0,110.5
406,2006,12110.0,Eddy Fobbs,C-PF,82.25,235.2,90.75,111.5
407,2006,101213.0,Sharrod Ford,PF,79.25,212.8,85.5,106.0
408,2006,101112.0,Channing Frye,PF-C,81.5,243.6,86.5,110.5
409,2006,101184.0,Deng Gai,PF-C,79.75,214.0,88.5,110.5
410,2006,101128.0,Francisco Garcia,SF-SG,77.75,189.6,82.75,103.0
411,2006,12111.0,John Gilchrist,PG,73.25,195.2,81.25,96.5
412,2006,101162.0,Marcin Gortat,PF-C,83.0,225.2,87.5,110.0
413,2006,101121.0,Joey Graham,SF,77.25,216.6,80.0,104.0
414,2006,101122.0,Danny Granger,SF,79.5,225.4,85.5,103.0
415,2006,101123.0,Gerald Green,SF,78.0,192.0,81.75,104.0
416,2006,101236.0,Charles Hayes,SF-PF,77.5,232.4,82.0,104.5
417,2006,101129.0,Luther Head,PG-SG,74.0,178.8,77.25,98.5
418,2006,101125.0,Julius Hodge,SG-SF,78.0,202.2,84.5,107.5
419,2006,12112.0,Jared Homan,C-PF,79.75,248.2,85.25,104.5
420,2006,101141.0,Ersan Ilyasova,SF,79.75,208.8,85.25,109.5
421,2006,101127.0,Jarrett Jack,PG,74.5,197.6,79.5,100.0
422,2006,101204.0,Dwayne Jones,C-PF,80.5,242.2,86.75,108.5
423,2006,12113.0,Mindaugas Katelynas,SF-PF,79.5,217.0,83.0,105.5
424,2006,201318.0,Jason Klotz,C-PF,80.5,249.4,82.0,107.5
425,2006,-1.0,Carl Krauser,PG-SG,71.5,193.4,77.5,98.5
426,2006,101247.0,Keith Langford,SG-SF,74.25,203.2,81.0,101.0
427,2006,101135.0,David Lee,PF,79.75,229.5,84.0,106.5
428,2006,12114.0,David Lucas,PF,78.5,233.4,84.0,103.5
429,2006,101249.0,John Lucas III,PG,69.25,154.4,72.0,92.0
430,2006,101185.0,Rawle Marshall,SG-SF,76.5,186.6,85.0,104.0
431,2006,101131.0,Jason Maxiell,PF,77.0,257.6,87.25,107.0
432,2006,101118.0,Sean May,PF,79.0,258.8,85.25,105.0
433,2006,101119.0,Rashad McCants,SG,74.75,201.0,82.75,103.5
434,2006,200829.0,Ivan McFarlin,PF,77.5,228.6,81.0,105.5
435,2006,12115.0,Juan Mendez,PF-SF,77.25,231.4,84.0,106.5
436,2006,101223.0,Aaron Miles,PG,72.0,174.6,75.5,94.0
437,2006,12116.0,Ellis Myles,PF,78.0,255.2,81.75,105.5
438,2006,12117.0,Larry O'Bannon,SG,75.0,196.0,78.0,99.5
439,2006,12118.0,Drago Pasalic,SF-PF,81.5,238.8,83.75,108.5
440,2006,101108.0,Chris Paul,PG,71.75,178.0,76.25,93.0
441,2006,200819.0,Kevin Pittsnogle,PF,81.25,259.2,82.5,106.0
442,2006,101232.0,Roger Powell,SF,76.75,218.6,83.5,104.0
443,2006,201225.0,Carlos Powell,SF-PF,77.25,221.8,82.75,105.0
444,2006,101179.0,Ronnie Price,PG,72.75,184.8,77.5,96.5
445,2006,101194.0,Anthony Roberson,PG,72.75,178.8,74.75,95.0
446,2006,201575.0,Brandon Rush,SG-SF,77.0,211.4,83.25,104.5
447,2006,101195.0,Luke Schenscher,C,83.75,241.6,89.0,111.5
448,2006,101134.0,Wayne Simien,PF,79.25,255.8,84.0,107.0
449,2006,12120.0,Tre Simmons,SG-SF,76.0,194.2,79.5,102.5
450,2006,12121.0,David Simon,C-PF,80.0,258.8,87.5,108.0
451,2006,101147.0,Chris Taft,PF,80.5,261.0,85.75,109.0
452,2006,12122.0,Chris Thomas,PG,71.75,176.2,75.0,95.0
453,2006,12119.0,Omar Thomas,SF-SG,75.25,200.0,80.0,102.0
454,2006,101159.0,Dijon Thompson,SF-SG,78.25,195.8,81.75,105.5
455,2006,101142.0,Ronny Turiaf,PF,80.0,237.8,85.5,106.5
456,2006,101111.0,Charlie Villanueva,PF-SF,81.0,236.6,84.25,109.0
457,2006,101124.0,Hakim Warrick,PF-SF,79.25,215.0,86.0,108.0
458,2006,101110.0,Martell Webster,SF,78.0,229.6,83.0,106.0
459,2006,101156.0,Robert Whaley,PF-C,80.0,269.4,86.0,108.0
460,2006,101114.0,Deron Williams,PG,73.75,202.4,78.25,98.0
461,2006,101214.0,Jawad Williams,SF,79.0,218.0,85.25,106.5
462,2006,101107.0,Marvin Williams,PF-SF,79.0,228.2,87.5,108.0
463,2006,101152.0,Bracey Wright,SG-PG,73.25,186.8,82.0,100.5
464,2006,101120.0,Antoine Wright,SF-SG,77.25,202.6,80.75,104.5
465,2007,12123.0,Kenny Adeleke,PF-C,78.5,250.0,82.25,104.0
466,2007,200772.0,Maurice Ager,SG-PG,75.25,203.0,79.75,101.5
467,2007,200746.0,LaMarcus Aldridge,PF-C,82.0,234.0,88.75,110.0
468,2007,201165.0,Morris Almond,SG-SF,76.75,214.0,82.0,102.5
469,2007,200811.0,Lou Amundson,PF,79.2,221.0,83.5,103.5
470,2007,202151.0,Rashad Anderson,SG,75.25,224.0,79.0,100.0
471,2007,200756.0,Hilton Armstrong,C-PF,81.5,240.0,88.0,109.0
472,2007,200788.0,James Augustine,PF,80.25,227.0,84.25,104.0
473,2007,200764.0,Renaldo Balkman,SF-PF,77.25,206.0,85.0,104.5
474,2007,12124.0,J.P. Batista,PF,79.5,265.0,82.0,103.5
475,2007,200807.0,Will Blalock,PG,71.25,194.0,78.0,96.5
476,2007,200847.0,Brandon Bowman,SF,78.75,209.0,83.5,103.0
477,2007,200758.0,Ronnie Brewer,SG-PG,77.75,223.0,83.25,103.5
478,2007,200787.0,Denham Brown,SG-SF,76.0,218.0,81.5,102.5
479,2007,12125.0,Brad Buckman,PF,79.25,238.0,84.0,107.5
480,2007,12126.0,Nik Caner-Medley,SF,78.5,234.0,81.0,103.0
481,2007,200760.0,Rodney Carney,SG-SF,76.5,204.0,82.0,103.5
482,2007,12127.0,Keydren Clark,PG,69.0,184.0,74.5,92.5
483,2007,200776.0,Mardy Collins,PG-SG,76.25,224.0,82.0,103.0
484,2007,12128.0,Taquan Dean,SG-PG,74.0,183.0,78.75,98.0
485,2007,12129.0,Terence Dials,PF-C,79.75,253.0,84.0,106.0
486,2007,12130.0,Sean Dockery,PG-SG,72.75,182.0,76.5,95.5
487,2007,200770.0,Jordan Farmar,PG,72.75,171.0,75.0,94.5
488,2007,200751.0,Randy Foye,SG-PG,74.25,212.0,78.25,97.0
489,2007,12185.0,Torin Francis,PF-C,81.0,247.0,85.0,105.5
490,2007,200752.0,Rudy Gay,SF-PF,79.0,222.0,87.0,107.5
491,2007,12186.0,Nick George,SF-SG,76.0,201.0,82.0,103.0
492,2007,12187.0,Taj Gray,PF-SF,79.25,231.0,84.75,107.0
493,2007,12188.0,Dan Grunfeld,SF-SG,76.75,216.0,78.25,99.0
494,2007,12189.0,Matt Haryasz,PF-C,81.75,219.0,84.25,107.5
495,2007,12190.0,Eric Hicks,PF,76.75,238.0,85.5,105.5
496,2007,12191.0,Tedric Hill,SF-PF,79.75,236.0,85.0,107.0
497,2007,200812.0,Daniel Horton,PG-SG,72.5,198.0,79.0,96.5
498,2007,200780.0,Solomon Jones,PF-C,80.5,224.0,88.75,109.0
499,2007,200784.0,Bobby Jones,SF-SG,77.75,211.0,81.5,101.5
500,2007,12192.0,Viktor Keyru,SG-PG,77.25,202.0,81.25,104.0
501,2007,12193.0,Marco Killingsworth,PF,77.5,266.0,87.0,104.0
502,2007,200814.0,Tarence Kinsey,SF-SG,76.75,179.0,78.75,100.5
503,2007,12194.0,Carl Krauser,PG,71.75,190.0,78.25,97.0
504,2007,200840.0,Chris McCray,SG,75.0,187.0,77.75,96.5
505,2007,201019.0,Gerry McNamara,PG-SG,71.75,177.0,72.75,92.5
506,2007,200822.0,Pops Mensah-Bonsu,PF-C,79.5,232.0,84.0,105.5
507,2007,200859.0,Paul Miller,PF-C,80.5,251.0,84.0,101.5
508,2007,200794.0,Paul Millsap,PF,78.25,258.0,85.5,105.5
509,2007,201383.0,Dwayne Mitchell,SG-SF,74.0,208.0,78.5,98.5
510,2007,200747.0,Adam Morrison,SF,78.5,198.0,82.0,105.0
511,2007,12195.0,Yemi Nicholson,PF-C,79.75,258.0,88.25,107.0
512,2007,200786.0,David Noel,SF-SG,76.5,223.0,81.5,100.0
513,2007,200779.0,Steve Novak,SF,80.0,216.0,81.5,103.0
514,2007,200753.0,Patrick O'Bryant,C,83.0,249.0,89.75,113.0
515,2007,12196.0,Danilo Pinnock,PG-SG,74.75,204.0,79.5,100.5
516,2007,200809.0,Chris Quinn,PG-SG,72.5,175.0,77.0,94.0
517,2007,200810.0,Allan Ray,SG,73.0,204.0,80.5,99.5
518,2007,200755.0,JJ Redick,SG,76.0,190.0,75.25,97.5
519,2007,201015.0,Antywane Robinson,SF-PF,78.25,217.0,86.5,105.5
520,2007,200750.0,Brandon Roy,SG-SF,77.25,207.0,80.0,101.0
521,2007,-1.0,Blake Schilb,PG-SG,77.25,209.0,80.75,102.0
522,2007,200754.0,Mouhamed Sene,C,83.0,237.0,92.5,113.0
523,2007,200759.0,Cedric Simmons,PF-C,80.25,223.0,88.25,108.5
524,2007,201201.0,Marcus Slaughter,PF-SF,79.0,220.0,83.5,104.5
525,2007,200783.0,Craig Smith,PF,77.5,259.0,81.5,103.5
526,2007,200848.0,Steven Smith,SF-PF,79.5,238.0,84.5,104.0
527,2007,23033.0,Michael Southhall,C,81.5,241.0,88.25,107.5
528,2007,12199.0,Frans Steyn,C,85.25,280.0,86.25,109.0
529,2007,201028.0,Curtis Stinson,SG,73.75,208.0,77.0,97.5
530,2007,200748.0,Tyrus Thomas,PF-SF,79.25,217.0,87.0,108.0
531,2007,12200.0,Joah Tucker,SF-SG,75.75,224.0,78.5,99.5
532,2007,12201.0,Ian Vouyoukas,C-PF,80.5,267.0,84.75,108.5
533,2007,200827.0,Darius Washington,PG,71.5,195.0,76.0,96.0
534,2007,201228.0,CJ Watson,PG,72.5,171.0,78.0,96.0
535,2007,200818.0,Justin Williams,C-PF,79.25,211.0,85.5,109.0
536,2007,200749.0,Shelden Williams,PF-C,79.5,258.0,88.25,104.0
537,2007,200761.0,Shawne Williams,SF-PF,79.25,227.0,87.0,104.0
538,2007,12203.0,Eric Williams,C-PF,79.25,285.0,88.25,106.5
539,2007,200766.0,Marcus Williams,PG,74.0,215.0,79.0,97.5
540,2007,202124.0,Curtis Withers,PF-SF,78.0,227.0,82.0,101.0
541,2008,12204.0,Mohamed Abukar,SF,80.0,210.0,81.0,103.0
542,2008,12205.0,Mario Boggan,PF,77.0,240.0,86.0,107.0
543,2008,12206.0,Craig Bradshaw,PF,80.0,240.0,85.5,106.5
544,2008,201147.0,Corey Brewer,SF-SG,78.0,185.0,80.25,103.0
545,2008,201166.0,Aaron Brooks,PG,70.0,161.0,76.0,94.0
546,2008,201628.0,Bobby Brown,PG,71.0,170.0,76.0,95.5
547,2008,201469.0,Russell Carter,SG,75.0,221.0,80.5,97.5
548,2008,12207.0,Coleman Collins,PF,80.0,236.0,86.0,107.0
549,2008,201144.0,Mike Conley,PG,71.0,175.0,77.75,94.5
550,2008,201161.0,Daequan Cook,SG,75.0,203.0,80.25,101.5
551,2008,12208.0,Ryvon Covile,C-PF,79.0,250.0,85.25,107.5
552,2008,201159.0,Javaris Crittenton,PG,75.0,194.0,77.5,98.0
553,2008,201176.0,Jermareo Davidson,PF,81.0,230.0,88.0,109.5
554,2008,12209.0,Justin Doellman,PF,80.0,205.0,80.75,105.0
555,2008,12210.0,Zabian Dowdell,PG,73.0,191.0,82.0,100.0
556,2008,201162.0,Jared Dudley,SF,77.0,219.0,79.0,102.0
557,2008,201142.0,Kevin Durant,SF-PF,81.0,215.0,88.75,110.0
558,2008,12211.0,Rashaun Freeman,PF,78.0,244.0,83.5,104.0
559,2008,201189.0,Aaron Gray,C,84.0,271.0,87.25,108.5
560,2008,201145.0,Jeff Green,SF,79.0,228.0,85.25,103.0
561,2008,201192.0,Taurean Green,PG,71.0,173.0,74.25,96.0
562,2008,12212.0,Caleb Green,PF,78.0,238.0,83.75,103.0
563,2008,201150.0,Spencer Hawes,PF,82.0,244.0,84.5,110.0
564,2008,12214.0,Brandon Heath,PG,74.0,181.0,79.0,94.0
565,2008,201195.0,Herbert Hill,C,79.0,232.0,86.25,108.5
